"Node","Policy","EventName","ProcessEntityId","ProcessName","HostName","Timestamp"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073337748488279"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073356498454670"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073387498476580"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073409248440056"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073417748447247"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073421248454077"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073450748447963"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073477498435191"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073478998485934"
"worker1","falco-ref-clear-log","do_truncate","2204840935","systemd-journal","worker1","1789073480748489094"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789072888810194985"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789072889196886209"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789072922696873879"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789072980196912392"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789072983946882207"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073015160180978"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073015446903749"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073024696912499"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073028946974725"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073044946911658"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073076696960508"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073107196875690"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073142696847613"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073143196877185"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073144446880005"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073167696880592"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073169446885407"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073234446912683"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073247946861295"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073259446985538"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073268890560569"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073269196883965"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073289196898333"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073289696866314"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073292196895760"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073293446889558"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073296446879104"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073354946909863"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073358196878508"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073396884877855"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073397196886022"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073413696913793"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073419196904141"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073450446890633"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073462446905341"
"worker2","falco-ref-clear-log","do_truncate","3660402104","systemd-journal","worker2","1789073479446877868"
